checking,researcher,study2013,study2017,study2020,study2022,outcome,reference,doi,pub_year,start_date,end_date,location1,location2,coordinate1,coordinate2,dd_lat,dd_long,region1,region2,climate1,climate2,map1,map2,gai,gradient1,gradient2,n_type,n_sp_paper,n_sp,n_sp_LCVP,n_family_paper,n_family,n_family_LCVP,n_lifeform1,n_lifeform2,n_lifeform3,n_origin1,n_origin2,n_origin3,n_lifestage,t_sp_paper,t_sp,t_sp_LCVP,t_family_paper,t_family,t_family_LCVP,t_lifeform1,t_lifeform2,t_lifeform3,t_origin1,t_origin2,t_origin3,t_lifestage1,t_lifestage2,t_lifestage3,lifeform1_similarity,lifeform2_similarity,lifestage_n_t,interaction_type,performance1,performance2,study_type,duration,net_interaction,last_year,obs,suitable_meta,suitable_meta_reason,suitable_for_master_project,suitable_master_reason,target_sp_plot,data_location,differences_within_outcomes,cID,nID,MEANc,MEANn,SDc,SDn,Nc,Nn,SE_c,SE_n,sucess_c,sucess_n,fail_c,fail_n,data_type,ask_data,status_oct2017,status_email,answer_obs
lu,marina,after_2013,na_408,408,408,408_01,Monge_&_Gornish2015,,2015,feb/2008,aug/2008,"St. George Island State Park, Apalachicola Bay, Florida",USA,not informed,not informed,"29,72","-84,75",not informed,temperate,not informed,completar,1190,1190,"0,915",foredune,1,patch,"several [Centella asiatica (Apiaceae), Fimbristylis spp. (either F. spathacea or F. caroliniana; Cyperaceae), Muhlenbergia capillaries (Poaceae), Schizachyrium maritimum (Poaceae), Sporobolus virginicus (Poaceae), and Uniola paniculata (Poaceae)].",several,,"several (Apiaceae, Cyperaceae and Poaceae)",several,,herb,herb,herb,native,native_study,native,mature,several,several,,not informed,several,,not informed,several,several,native,native_study,native,not informed,several,several,,,,inter,abundance (% plant cover),abundance,experimental,6 months (180 days),neutral,2008,Areas were entirely devoid of vegetation as a result of a major storm the previous year.,no,areas were entirely devoid of vegetation as a result of a major storm the previous year,no,,,figure 2a,data collected in foredune,408_01,408_01,11.22,18.42,2.72,5.04,3.00,3.00,1.57,2.91,NA,NA,NA,NA,hedges_d,"yes, sample size",the study was included after 2017,sent in 2019,the authors calculated values using a mean of 10 plots for each quadrat and then a second mean of the 3 quadrats in each condition (in this case the sample size is 3).
lu,marina,after_2013,na_408,408,408,408_02,Monge_&_Gornish2015,,2015,feb/2008,aug/2008,"St. George Island State Park, Apalachicola Bay, Florida",USA,not informed,not informed,"29,72","-84,75",not informed,temperate,not informed,completar,1190,1190,"0,915",interdune,2,patch,"several [Centella asiatica (Apiaceae), Fimbristylis spp. (either F. spathacea or F. caroliniana; Cyperaceae), Muhlenbergia capillaries (Poaceae), Schizachyrium maritimum (Poaceae), Sporobolus virginicus (Poaceae), and Uniola paniculata (Poaceae)].",several,,"several (Apiaceae, Cyperaceae and Poaceae)",several,,herb,herb,herb,native,native_study,native,mature,several,several,,not informed,several,,not informed,several,several,native,native_study,native,not informed,several,several,,,,inter,abundance (% plant cover),abundance,experimental,6 months (180 days),positive,2008,Areas were entirely devoid of vegetation as a result of a major storm the previous year.,no,areas were entirely devoid of vegetation as a result of a major storm the previous year,no,,,figure 2a,different part of dune,408_02,408_02,11.38,31.81,3.10,6.60,3.00,3.00,1.79,3.81,NA,NA,NA,NA,hedges_d,"yes, sample size",the study was included after 2017,sent in 2019,the authors calculated values using a mean of 10 plots for each quadrat and then a second mean of the 3 quadrats in each condition (in this case the sample size is 3).
lu,marina,after_2013,na_408,408,408,408_03,Monge_&_Gornish2015,,2015,feb/2008,aug/2008,"St. George Island State Park, Apalachicola Bay, Florida",USA,not informed,not informed,"29,72","-84,75",not informed,temperate,not informed,completar,1190,1190,"0,915",backdune,3,patch,"several [Centella asiatica (Apiaceae), Fimbristylis spp. (either F. spathacea or F. caroliniana; Cyperaceae), Muhlenbergia capillaries (Poaceae), Schizachyrium maritimum (Poaceae), Sporobolus virginicus (Poaceae), and Uniola paniculata (Poaceae)].",several,,"several (Apiaceae, Cyperaceae and Poaceae)",several,,herb,herb,herb,native,native_study,native,mature,several,several,,not informed,several,,not informed,several,several,native,native_study,native,not informed,several,several,,,,inter,abundance (% plant cover),abundance,experimental,6 months (180 days),neutral,2008,Areas were entirely devoid of vegetation as a result of a major storm the previous year.,no,areas were entirely devoid of vegetation as a result of a major storm the previous year,no,,,figure 2a,different part of dune,408_03,408_03,14.35,22.46,3.29,5.92,3.00,3.00,1.90,3.42,NA,NA,NA,NA,hedges_d,"yes, sample size",the study was included after 2017,sent in 2019,the authors calculated values using a mean of 10 plots for each quadrat and then a second mean of the 3 quadrats in each condition (in this case the sample size is 3).
lu,marina,after_2013,na_408,408,408,408_04,Monge_&_Gornish2015,,2015,feb/2008,aug/2008,"St. George Island State Park, Apalachicola Bay, Florida",USA,not informed,not informed,"29,72","-84,75",not informed,temperate,not informed,completar,1190,1190,"0,915",foredune,1,patch,"several [Centella asiatica (Apiaceae), Fimbristylis spp. (either F. spathacea or F. caroliniana; Cyperaceae), Muhlenbergia capillaries (Poaceae), Schizachyrium maritimum (Poaceae), Sporobolus virginicus (Poaceae), and Uniola paniculata (Poaceae)].",several,,"several (Apiaceae, Cyperaceae and Poaceae)",several,,herb,herb,herb,native,native_study,native,mature,several,several,,not informed,several,,not informed,several,several,native,native_study,native,not informed,several,several,,,,inter,richness,diversity,experimental,6 months (180 days),positive,2008,"Areas were entirely devoid of vegetation as a result of a major storm the previous year. Richness does not include transplanted species and the positive effect is a general result, considering all habitats together. ",no,areas were entirely devoid of vegetation as a result of a major storm the previous year,no,,,figure 2b,performance estimator is richness and part of dune is foredune,408_01,408_01,1.37,2.03,0.19,0.40,3.00,3.00,0.11,0.23,NA,NA,NA,NA,hedges_d,"yes, sample size",the study was included after 2017,sent in 2019,the authors calculated values using a mean of 10 plots for each quadrat and then a second mean of the 3 quadrats in each condition (in this case the sample size is 3).
lu,marina,after_2013,na_408,408,408,408_05,Monge_&_Gornish2015,,2015,feb/2008,aug/2008,"St. George Island State Park, Apalachicola Bay, Florida",USA,not informed,not informed,"29,72","-84,75",not informed,temperate,not informed,completar,1190,1190,"0,915",interdune,2,patch,"several [Centella asiatica (Apiaceae), Fimbristylis spp. (either F. spathacea or F. caroliniana; Cyperaceae), Muhlenbergia capillaries (Poaceae), Schizachyrium maritimum (Poaceae), Sporobolus virginicus (Poaceae), and Uniola paniculata (Poaceae)].",several,,"several (Apiaceae, Cyperaceae and Poaceae)",several,,herb,herb,herb,native,native_study,native,mature,several,several,,not informed,several,,not informed,several,several,native,native_study,native,not informed,several,several,,,,inter,richness,diversity,experimental,6 months (180 days),positive,2008,"Areas were entirely devoid of vegetation as a result of a major storm the previous year. Richness does not include transplanted species and the positive effect is a general result, considering all habitats together. ",no,areas were entirely devoid of vegetation as a result of a major storm the previous year,no,,,figure 2b,performance estimator is richness and different part of dune,408_02,408_02,2.79,4.48,0.31,0.40,3.00,3.00,0.18,0.23,NA,NA,NA,NA,hedges_d,"yes, sample size",the study was included after 2017,sent in 2019,the authors calculated values using a mean of 10 plots for each quadrat and then a second mean of the 3 quadrats in each condition (in this case the sample size is 3).
lu,marina,after_2013,na_408,408,408,408_06,Monge_&_Gornish2015,,2015,feb/2008,aug/2008,"St. George Island State Park, Apalachicola Bay, Florida",USA,not informed,not informed,"29,72","-84,75",not informed,temperate,not informed,completar,1190,1190,"0,915",backdune,3,patch,"several [Centella asiatica (Apiaceae), Fimbristylis spp. (either F. spathacea or F. caroliniana; Cyperaceae), Muhlenbergia capillaries (Poaceae), Schizachyrium maritimum (Poaceae), Sporobolus virginicus (Poaceae), and Uniola paniculata (Poaceae)].",several,,"several (Apiaceae, Cyperaceae and Poaceae)",several,,herb,herb,herb,native,native_study,native,mature,several,several,,not informed,several,,not informed,several,several,native,native_study,native,not informed,several,several,,,,inter,richness,diversity,experimental,6 months (180 days),positive,2008,"Areas were entirely devoid of vegetation as a result of a major storm the previous year. Richness does not include transplanted species and the positive effect is a general result, considering all habitats together. ",no,areas were entirely devoid of vegetation as a result of a major storm the previous year,no,,,figure 2b,performance estimator is richness and different part of dune,408_03,408_03,3.06,4.09,0.33,0.55,3.00,3.00,0.19,0.32,NA,NA,NA,NA,hedges_d,"yes, sample size",the study was included after 2017,sent in 2019,the authors calculated values using a mean of 10 plots for each quadrat and then a second mean of the 3 quadrats in each condition (in this case the sample size is 3).
lu,marina,after_2013,na_409,409,409,409_01,Martins_et_al._2017,,2017,apr/2015,may/2015,Tocha; Sao Pedro de Moel; Vila Nova de Santo Andre,Portugal,40°20'23.3″N;  39°47'03.0″N;  38°03'21.6″N,08°50'21.5″W; 09°01'06.5″W; 08°49'18.1″W,"39,7842","-9,0159",not informed,temperate,not informed,completar,not informed,completar,"0,625",semi-fixed dune,2,isolated_obs,Corema album,corema album,,Ericaceae,ericaceae,,shrub,shrub,woody,endemic (Iberian Peninsula),native_study,native,not informed,several,several,,Aizoaceae,aizoaceae,,not informed (but see http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:30004741-2),impossible_to_determine_maybe_several,impossible_to_determine,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (number of individuals),abundance,observational,2 months (60 days),not informed,2015,"The authors used 3 different populations of the neighbor and each population is located in a different region of Portugal west coast. In each population, 3 plots were established and, in each plot, the area under 10 shrubs (5 males and 5 females) was sampled. The unit of analysis is the shrub. I am not sure if we should use the data combined for 3 different populations because they might have important ecological differences among them. Besides, the authors present data grouped by botanical family and it is impossible to tell if control identity (cID) and neighbour identity (nID) are the same among plant families, since one family may occur at one population site and not at another population site.",no,"the samplig design is nested, authors do not provide data for each population and target species are grouped by family, including several lifeforms and ecological demands",no,,,table S7,performance estimator is abundance and botanical family of target is Aizoaceae,409_01,409_01,0.89,0.34,2.28,0.66,90.00,90.00,0.24,0.07,NA,NA,NA,NA,hedges_d,no,the study was included after 2017,na,na
lu,marina,after_2013,na_409,409,409,409_02,Martins_et_al._2017,,2017,apr/2015,may/2015,Tocha; Sao Pedro de Moel; Vila Nova de Santo Andre,Portugal,40°20'23.3″N;  39°47'03.0″N;  38°03'21.6″N,08°50'21.5″W; 09°01'06.5″W; 08°49'18.1″W,"39,7842","-9,0159",not informed,temperate,not informed,completar,not informed,completar,"0,625",semi-fixed dune,2,isolated_obs,Corema album,corema album,,Ericaceae,ericaceae,,shrub,shrub,woody,endemic (Iberian Peninsula),native_study,native,not informed,several,several,,Amaryllidaceae,amaryllidaceae,,not informed (but see http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:30000959-2),herb,herb,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (number of individuals),abundance,observational,2 months (60 days),not informed,2015,"The authors used 3 different populations of the neighbor and each population is located in a different region of Portugal west coast. In each population, 3 plots were established and, in each plot, the area under 10 shrubs (5 males and 5 females) was sampled. The unit of analysis is the shrub. I am not sure if we should use the data combined for 3 different populations because they might have important ecological differences among them. Besides, the authors present data grouped by botanical family and it is impossible to tell if control identity (cID) and neighbour identity (nID) are the same among plant families, since one family may occur at one population site and not at another population site.",no,"the samplig design is nested, authors do not provide data for each population and target species are grouped by family, including several lifeforms and ecological demands",no,,,table S7,performance estimator is abundance and different target family,409_01,409_01,0.32,0.23,1.14,0.66,90.00,90.00,0.12,0.07,NA,NA,NA,NA,hedges_d,no,the study was included after 2017,na,na
lu,marina,after_2013,na_409,409,409,409_03,Martins_et_al._2017,,2017,apr/2015,may/2015,Tocha; Sao Pedro de Moel; Vila Nova de Santo Andre,Portugal,40°20'23.3″N;  39°47'03.0″N;  38°03'21.6″N,08°50'21.5″W; 09°01'06.5″W; 08°49'18.1″W,"39,7842","-9,0159",not informed,temperate,not informed,completar,not informed,completar,"0,625",semi-fixed dune,2,isolated_obs,Corema album,corema album,,Ericaceae,ericaceae,,shrub,shrub,woody,endemic (Iberian Peninsula),native_study,native,not informed,several,several,,Apiaceae,apiaceae,,not informed (but see http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:30000180-2),impossible_to_determine_maybe_several,impossible_to_determine,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (number of individuals),abundance,observational,2 months (60 days),not informed,2015,"The authors used 3 different populations of the neighbor and each population is located in a different region of Portugal west coast. In each population, 3 plots were established and, in each plot, the area under 10 shrubs (5 males and 5 females) was sampled. The unit of analysis is the shrub. I am not sure if we should use the data combined for 3 different populations because they might have important ecological differences among them. Besides, the authors present data grouped by botanical family and it is impossible to tell if control identity (cID) and neighbour identity (nID) are the same among plant families, since one family may occur at one population site and not at another population site.",no,"the samplig design is nested, authors do not provide data for each population and target species are grouped by family, including several lifeforms and ecological demands",no,,,table S7,performance estimator is abundance and different target family,409_01,409_01,0.52,0.54,1.61,1.52,90.00,90.00,0.17,0.16,NA,NA,NA,NA,hedges_d,no,the study was included after 2017,na,na
lu,marina,after_2013,na_409,409,409,409_04,Martins_et_al._2017,,2017,apr/2015,may/2015,Tocha; Sao Pedro de Moel; Vila Nova de Santo Andre,Portugal,40°20'23.3″N;  39°47'03.0″N;  38°03'21.6″N,08°50'21.5″W; 09°01'06.5″W; 08°49'18.1″W,"39,7842","-9,0159",not informed,temperate,not informed,completar,not informed,completar,"0,625",semi-fixed dune,2,isolated_obs,Corema album,corema album,,Ericaceae,ericaceae,,shrub,shrub,woody,endemic (Iberian Peninsula),native_study,native,not informed,several,several,,Asteraceae,asteraceae,,not informed (but see http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:319342-2),impossible_to_determine_maybe_several,impossible_to_determine,not informed,impossible_to_know,impossible_to_know,not informed,several,several,,,,inter,abundance (number of individuals),abundance,observational,2 months (60 days),not informed,2015,"The authors used 3 different populations of the neighbor and each population is located in a different region of Portugal west coast. In each population, 3 plots were established and, in each plot, the area under 10 shrubs (5 males and 5 females) was sampled. The unit of analysis is the shrub. I am not sure if we should use the data combined for 3 different populations because they might have important ecological differences among them. Besides, the authors present data grouped by botanical family and it is impossible to tell if control identity (cID) and neighbour identity (nID) are the same among plant families, since one family may occur at one population site and not at another population site.",no,"the samplig design is nested, authors do not provide data for each population and target species are grouped by family, including several lifeforms and ecological demands",no,,,table S7,performance estimator is abundance and different target family,409_01,409_01,0.90,0.56,1.52,1.42,90.00,90.00,0.16,0.15,NA,NA,NA,NA,hedges_d,no,the study was included after 2017,na,na
